

times in msec
 clock   self+sourced   self:  sourced script
 clock   elapsed:              other lines
022.874  000.030  000.030: require('ccc.picker.trailing_whitespace')
022.879  001.543  000.240: require('ccc')
022.923  000.041  000.041: require('ccc.config.default')
023.015  000.005  000.005: require('vim.keymap')
023.105  000.055  000.055: require('ccc.highlighter')
023.138  001.829  000.184: sourcing /home/fs144/.local/share/nvim/lazy/ccc.nvim/plugin/ccc.lua
023.155  001.998  000.170: require('ccc')
023.335  002.203  000.205: require('dev.colorizer-config')
023.849  000.024  000.024: require('nvim-tree.notify')
023.855  000.055  000.031: require('nvim-tree.events')
023.997  000.042  000.042: require('nvim-tree.log')
024.101  000.049  000.049: require('nvim-tree.iterators.node-iterator')
024.128  000.128  000.078: require('nvim-tree.utils')
024.314  000.183  000.183: require('nvim-tree.git.utils')
024.387  000.070  000.070: require('nvim-tree.git.runner')
024.438  000.048  000.048: require('nvim-tree.watcher')
024.478  000.038  000.038: require('nvim-tree.explorer.node')
024.484  000.587  000.077: require('nvim-tree.git')
024.543  000.040  000.040: require('nvim-tree.explorer.watch')
024.628  000.040  000.040: require('nvim-tree.explorer.node-builders')
024.679  000.048  000.048: require('nvim-tree.explorer.sorters')
024.718  000.037  000.037: require('nvim-tree.explorer.filters')
024.839  000.083  000.083: require('nvim-tree.view')
024.844  000.124  000.042: require('nvim-tree.live-filter')
024.848  000.298  000.049: require('nvim-tree.explorer.explore')
024.906  000.056  000.056: require('nvim-tree.explorer.reload')
024.911  001.054  000.072: require('nvim-tree.explorer')
024.914  001.136  000.027: require('nvim-tree.core')
024.967  000.052  000.052: require('nvim-tree.diagnostics')
025.060  000.028  000.028: require('nvim-tree.modified')
025.063  000.094  000.067: require('nvim-tree.renderer.components.modified')
025.121  000.058  000.058: require('nvim-tree.renderer.components.padding')
025.176  000.052  000.052: require('nvim-tree.renderer.components.icons')
025.243  000.061  000.061: require('nvim-tree.renderer.components.full-name')
025.313  000.067  000.067: require('nvim-tree.renderer.components.git')
025.391  000.071  000.071: require('nvim-tree.renderer.builder')
025.533  000.140  000.140: require('nvim-tree.marks')
025.542  001.798  000.066: require('nvim-tree.renderer')
025.550  001.963  000.166: require('nvim-tree.lib')
025.671  000.119  000.119: require('nvim-tree.colors')
026.184  000.035  000.035: require('nvim-tree.actions.finders.find-file')
026.188  000.060  000.025: require('nvim-tree.actions.tree.open')
026.212  000.022  000.022: require('nvim-tree.actions.tree.toggle')
026.250  000.033  000.033: require('nvim-tree.actions.reloaders.reloaders')
026.296  000.043  000.043: require('nvim-tree.actions.root.dir-up')
026.345  000.045  000.045: require('nvim-tree.actions.tree.find-file')
026.375  000.027  000.027: require('nvim-tree.actions.finders.search-node')
026.400  000.023  000.023: require('nvim-tree.actions.tree-modifiers.collapse-all')
026.425  000.022  000.022: require('nvim-tree.actions.tree-modifiers.expand-all')
026.450  000.022  000.022: require('nvim-tree.actions.tree-modifiers.toggles')
026.502  000.025  000.025: require('nvim-tree.keymap')
026.505  000.053  000.027: require('nvim-tree.help')
026.533  000.025  000.025: require('nvim-tree.actions.fs.create-file')
026.559  000.024  000.024: require('nvim-tree.actions.fs.remove-file')
026.585  000.023  000.023: require('nvim-tree.actions.fs.trash')
026.610  000.022  000.022: require('nvim-tree.actions.fs.rename-file')
026.642  000.029  000.029: require('nvim-tree.actions.fs.copy-paste')
026.669  000.022  000.022: require('nvim-tree.actions.node.file-popup')
026.689  000.018  000.018: require('nvim-tree.actions.node.run-command')
026.711  000.020  000.020: require('nvim-tree.actions.node.system-open')
026.744  000.031  000.031: require('nvim-tree.actions.moves.sibling')
026.765  000.019  000.019: require('nvim-tree.actions.moves.parent')
026.798  000.030  000.030: require('nvim-tree.actions.moves.item')
026.824  000.020  000.020: require('nvim-tree.marks.bulk-delete')
026.846  000.020  000.020: require('nvim-tree.marks.bulk-move')
026.904  000.037  000.037: require('nvim-tree.actions.node.open-file')
026.907  000.059  000.022: require('nvim-tree.marks.navigation')
026.910  000.882  000.172: require('nvim-tree.api')
026.920  001.127  000.245: require('nvim-tree.keymap-legacy')
026.924  001.249  000.123: require('nvim-tree.commands')
026.979  000.054  000.054: require('nvim-tree.actions.root.change-dir')
027.002  000.020  000.020: require('nvim-tree.legacy')
027.072  000.004  000.004: require('vim.F')
027.094  000.085  000.081: require('vim.diagnostic')
027.106  003.713  000.221: require('nvim-tree')
027.444  000.034  000.034: require('nvim-tree.actions')
027.931  000.059  000.059: sourcing /home/fs144/.local/share/nvim/lazy/nvim-web-devicons/plugin/nvim-web-devicons.vim
028.136  000.578  000.519: require('nvim-web-devicons')
030.253  000.032  000.032: require('barbar.animate')
030.352  000.040  000.040: require('barbar.utils.table')
030.392  000.035  000.035: require('barbar.utils')
030.417  000.135  000.059: require('barbar.config')
030.446  000.026  000.026: require('barbar.utils.list')
030.588  000.026  000.026: require('barbar.fs')
030.595  000.096  000.071: require('barbar.buffer')
030.614  000.166  000.070: require('barbar.state')
030.625  000.368  000.041: require('barbar.bbye')
030.698  000.071  000.071: require('barbar.jump_mode')
030.873  000.049  000.049: require('barbar.utils.highlight')
030.879  000.115  000.067: require('barbar.icons')
030.895  000.194  000.079: require('barbar.ui.layout')
031.053  000.060  000.060: require('barbar.ui.nodes')
031.072  000.176  000.116: require('barbar.ui.render')
031.089  000.903  000.063: require('barbar.api')
031.345  000.186  000.186: require('barbar.highlight')
031.352  000.261  000.075: require('barbar.events')
031.355  001.317  000.153: require('barbar')
032.096  002.084  000.767: sourcing /home/fs144/.local/share/nvim/lazy/barbar.nvim/plugin/barbar.lua
032.165  003.004  000.919: require('bufferline.api')
032.169  008.822  001.493: require('dev.tree')
033.059  000.051  000.051: require('galaxyline.provider')
033.068  000.355  000.303: require('galaxyline')
033.109  000.430  000.075: sourcing /home/fs144/.local/share/nvim/lazy/galaxyline.nvim/plugin/galaxyline.vim
033.324  000.009  000.009: sourcing /home/fs144/.local/share/nvim/lazy/startuptime.vim/plugin/startuptime.vim
034.754  000.118  000.118: require('nvim-treesitter.utils')
036.268  000.166  000.166: require('vim.treesitter.language')
036.279  000.675  000.509: require('vim.treesitter.query')
036.308  000.027  000.027: require('vim.treesitter._range')
036.315  001.181  000.479: require('vim.treesitter.languagetree')
036.321  001.341  000.160: require('vim.treesitter')
036.531  001.768  000.427: require('nvim-treesitter.parsers')
036.665  000.032  000.032: require('nvim-treesitter.compat')
036.757  000.044  000.044: require('nvim-treesitter.ts_utils')
036.762  000.094  000.050: require('nvim-treesitter.tsrange')
036.786  000.021  000.021: require('nvim-treesitter.caching')
036.793  000.190  000.042: require('nvim-treesitter.query')
036.802  000.235  000.045: require('nvim-treesitter.configs')
036.804  000.271  000.036: require('nvim-treesitter.info')
036.847  000.041  000.041: require('nvim-treesitter.shell_command_selectors')
036.883  002.338  000.140: require('nvim-treesitter.install')
036.918  000.024  000.024: require('nvim-treesitter.statusline')
036.952  000.033  000.033: require('nvim-treesitter.query_predicates')
036.955  002.602  000.207: require('nvim-treesitter')
037.180  002.867  000.265: sourcing /home/fs144/.local/share/nvim/lazy/nvim-treesitter/plugin/nvim-treesitter.lua
037.243  000.041  000.041: require('lsp.tsconfig')
037.248  003.215  000.306: require('nvim-treesitter.ts_utils')
037.276  000.025  000.025: require('nvim-ts-autotag._log')
037.302  000.024  000.024: require('nvim-ts-autotag.utils')
037.309  003.356  000.092: require('nvim-ts-autotag.internal')
037.311  003.669  000.313: require('nvim-ts-autotag')
037.334  003.702  000.032: sourcing /home/fs144/.local/share/nvim/lazy/nvim-ts-autotag/plugin/nvim-ts-autotag.vim
038.070  000.045  000.045: require('fidget.log')
038.077  000.322  000.277: require('fidget')
038.122  000.039  000.039: require('fidget.spinners')
038.385  000.041  000.041: require('vim.lsp.log')
038.645  000.256  000.256: require('vim.lsp.protocol')
038.798  000.049  000.049: require('vim.lsp._snippet')
038.825  000.024  000.024: require('vim.highlight')
038.836  000.188  000.115: require('vim.lsp.util')
038.843  000.545  000.059: require('vim.lsp.handlers')
038.899  000.054  000.054: require('vim.lsp.rpc')
038.928  000.026  000.026: require('vim.lsp.sync')
038.988  000.058  000.058: require('vim.lsp.semantic_tokens')
039.044  000.054  000.054: require('vim.lsp.buf')
039.077  000.031  000.031: require('vim.lsp.diagnostic')
039.124  000.042  000.042: require('vim.lsp.codelens')
039.170  001.045  000.236: require('vim.lsp')
039.421  000.091  000.091: sourcing /home/fs144/.local/share/nvim/lazy/lspsaga.nvim/plugin/lspsaga.vim
040.290  000.181  000.181: sourcing /home/fs144/.local/share/nvim/lazy/telescope.nvim/plugin/telescope.lua
041.008  000.029  000.029: sourcing /home/fs144/.local/share/nvim/lazy/plenary.nvim/plugin/plenary.vim
041.357  000.053  000.053: require('plenary.bit')
041.387  000.027  000.027: require('plenary.functional')
041.404  000.333  000.252: require('plenary.path')
041.411  000.635  000.274: require('plenary.strings')
041.442  000.029  000.029: require('telescope.deprecated')
041.582  000.072  000.072: require('plenary.log')
041.597  000.109  000.036: require('telescope.log')
041.708  000.057  000.057: require('plenary.job')
041.736  000.025  000.025: require('telescope.state')
041.742  000.143  000.061: require('telescope.utils')
041.747  000.302  000.050: require('telescope.sorters')
041.790  000.036  000.036: require('vim.inspect')
043.045  002.337  001.334: require('telescope.config')
043.256  000.114  000.114: require('plenary.window.border')
043.312  000.053  000.053: require('plenary.window')
043.362  000.046  000.046: require('plenary.popup.utils')
043.366  000.316  000.103: require('plenary.popup')
043.423  000.056  000.056: require('telescope.pickers.scroller')
043.467  000.041  000.041: require('telescope.actions.state')
043.510  000.040  000.040: require('telescope.actions.utils')
043.667  000.074  000.074: require('telescope.actions.mt')
043.706  000.193  000.119: require('telescope.actions.set')
043.835  000.057  000.057: require('telescope.config.resolve')
043.839  000.130  000.073: require('telescope.pickers.entry_display')
043.897  000.056  000.056: require('telescope.from_entry')
044.180  003.797  000.627: require('telescope.actions')
044.493  000.069  000.069: sourcing /home/fs144/.local/share/nvim/lazy/trouble.nvim/plugin/trouble.vim
045.447  000.091  000.091: require('trouble.config')
045.453  000.167  000.076: require('trouble.util')
045.518  000.063  000.063: require('trouble.providers.qf')
045.570  000.050  000.050: require('trouble.providers.telescope')
045.641  000.068  000.068: require('trouble.providers.lsp')
045.719  000.075  000.075: require('trouble.providers.diagnostic')
045.722  000.519  000.095: require('trouble.providers')
045.762  000.037  000.037: require('trouble.text')
045.812  000.048  000.048: require('trouble.folds')
045.817  000.758  000.154: require('trouble.renderer')
045.833  000.936  000.178: require('trouble.view')
045.901  000.066  000.066: require('trouble.colors')
045.970  001.395  000.393: require('trouble')
046.143  001.626  000.231: require('lsp.trouble-config')
046.151  001.968  000.273: require('trouble.providers.telescope')
046.261  000.053  000.053: require('telescope._extensions')
046.266  000.112  000.059: require('telescope')
046.366  000.048  000.048: require('telescope.previewers.previewer')
046.635  000.267  000.267: require('telescope.previewers.term_previewer')
047.023  000.204  000.204: require('telescope.previewers.utils')
047.192  000.166  000.166: require('plenary.scandir')
047.362  000.724  000.354: require('telescope.previewers.buffer_previewer')
047.368  001.097  000.058: require('telescope.previewers')
048.240  007.895  000.922: require('telescope-config')
048.248  008.640  000.563: require('telescope')
048.638  000.180  000.180: require('telescope._extensions.file_browser.utils')
048.701  000.385  000.205: require('telescope._extensions.file_browser.actions')
049.280  000.241  000.241: require('telescope._extensions.file_browser.git')
049.441  000.157  000.157: require('telescope._extensions.file_browser.fs_stat')
049.445  000.663  000.265: require('telescope._extensions.file_browser.make_entry')
050.292  000.168  000.168: require('plenary.tbl')
050.301  000.324  000.156: require('plenary.vararg.rotate')
050.303  000.499  000.175: require('plenary.vararg')
050.399  000.093  000.093: require('plenary.errors')
050.416  000.748  000.156: require('plenary.async.async')
050.841  000.135  000.135: require('plenary.async.structs')
050.853  000.240  000.105: require('plenary.async.control')
050.860  000.347  000.107: require('plenary.async.util')
050.864  000.446  000.099: require('plenary.async.tests')
050.894  001.347  000.154: require('plenary.async')
051.005  000.036  000.036: require('plenary.class')
051.020  000.125  000.089: require('telescope._')
051.130  000.108  000.108: require('telescope.make_entry')
051.133  001.685  000.104: require('telescope.finders.async_oneshot_finder')
051.185  000.023  000.023: require('telescope.finders.async_static_finder')
051.210  000.022  000.022: require('telescope.finders.async_job_finder')
051.221  000.086  000.041: require('telescope.finders')
051.349  002.646  000.213: require('telescope._extensions.file_browser.finders')
051.492  000.028  000.028: require('telescope.debounce')
051.546  000.052  000.052: require('telescope.mappings')
051.579  000.030  000.030: require('telescope.pickers.highlights')
051.605  000.022  000.022: require('telescope.pickers.window')
051.659  000.027  000.027: require('telescope.algos.linked_list')
051.663  000.055  000.028: require('telescope.entry_manager')
051.688  000.023  000.023: require('telescope.pickers.multi')
051.698  000.299  000.090: require('telescope.pickers')
051.701  000.349  000.050: require('telescope._extensions.file_browser.picker')
051.739  000.035  000.035: require('telescope._extensions.file_browser.config')
051.742  003.491  000.075: require('telescope._extensions.file_browser')
052.350  000.043  000.043: require('null-ls.utils')
052.402  000.122  000.079: require('null-ls.config')
052.456  000.022  000.022: require('null-ls.helpers.cache')
052.487  000.028  000.028: require('null-ls.helpers.diagnostics')
052.511  000.022  000.022: require('null-ls.helpers.formatter_factory')
052.568  000.022  000.022: require('null-ls.logger')
052.595  000.025  000.025: require('null-ls.state')
052.598  000.084  000.038: require('null-ls.helpers.generator_factory')
052.645  000.023  000.023: require('null-ls.helpers.command_resolver')
052.647  000.047  000.024: require('null-ls.helpers.make_builtin')
052.670  000.020  000.020: require('null-ls.helpers.range_formatting_args_factory')
052.672  000.267  000.044: require('null-ls.helpers')
052.780  000.054  000.054: require('null-ls.methods')
052.785  000.084  000.030: require('null-ls.diagnostics')
052.790  000.116  000.032: require('null-ls.sources')
052.834  000.041  000.041: require('null-ls.builtins')
052.837  000.780  000.233: require('null-ls')
053.622  000.215  000.215: require('mason-core.functional')
053.653  000.027  000.027: require('mason-core.path')
053.687  000.031  000.031: require('mason.settings')
053.701  000.681  000.408: require('mason-core.log')
053.727  000.023  000.023: require('mason-null-ls.automatic_setup')
053.731  000.891  000.187: require('mason-null-ls')
053.753  000.021  000.021: require('mason-null-ls.settings')
053.828  000.020  000.020: require('mason-core.EventEmitter')
053.853  000.022  000.022: require('mason-core.optional')
053.919  000.038  000.038: require('mason-core.async')
053.954  000.032  000.032: require('mason-core.async.uv')
053.959  000.104  000.034: require('mason-core.fs')
053.987  000.025  000.025: require('mason-registry.sources')
054.031  000.019  000.019: require('mason-core.functional.data')
054.055  000.022  000.022: require('mason-core.functional.function')
054.062  000.072  000.031: require('mason-core.functional.list')
054.071  000.289  000.045: require('mason-registry')
054.074  000.313  000.024: require('mason-null-ls.ensure_installed')
056.938  000.028  000.028: require('mason-core.functional.table')
056.978  000.033  000.033: require('mason-core.functional.string')
057.044  000.018  000.018: require('mason-core.notify')
057.067  000.020  000.020: require('mason-core.functional.number')
057.090  000.020  000.020: require('mason-core.functional.relation')
057.114  000.020  000.020: require('mason-core.functional.logic')
057.127  000.131  000.053: require('mason-null-ls.api.command')
057.162  000.031  000.031: require('null-ls.builtins.formatting.dart_format')
057.314  000.038  000.038: require('null-ls.client')
057.333  005.334  003.066: require('lsp.null-ls-config')
058.265  000.341  000.341: require('telescope._extensions.media_files')
059.065  000.035  000.035: require('legendary.vendor.middleclass')
059.092  000.023  000.023: require('legendary.util')
059.145  000.050  000.050: require('legendary.config')
059.179  000.032  000.032: require('legendary.data.filters')
059.306  000.057  000.057: require('legendary.api.cache')
059.312  000.106  000.049: require('legendary.log')
059.316  000.135  000.029: require('legendary.toolbox')
059.362  000.383  000.108: require('legendary.data.command')
059.427  000.022  000.022: require('legendary.api.luatools')
059.432  000.066  000.043: require('legendary.ui.scratchpad')
059.512  000.906  000.458: require('legendary.api.cmds')
059.599  001.036  000.130: sourcing /home/fs144/.local/share/nvim/lazy/legendary.nvim/plugin/legendary.lua
059.926  000.048  000.048: sourcing /home/fs144/.local/share/nvim/lazy/nvim-transparent/plugin/transparent.vim
060.468  000.033  000.033: require('transparent.config')
060.501  000.026  000.026: require('transparent.cache')
060.517  000.505  000.446: require('transparent')
060.524  000.563  000.059: require('appearance.ui.transparent_config')
060.635  000.008  000.008: sourcing /home/fs144/.local/share/nvim/lazy/which-key.nvim/plugin/which-key.vim
061.231  000.051  000.051: sourcing /home/fs144/.local/share/nvim/lazy/hydra.nvim/plugin/hydra.lua
061.509  000.014  000.014: sourcing /home/fs144/.local/share/nvim/lazy/rainbow_parentheses.vim/plugin/rainbow_parentheses.vim
062.130  000.030  000.030: require('gitsigns.async')
062.254  000.036  000.036: require('gitsigns.message')
062.263  000.130  000.094: require('gitsigns.config')
062.292  000.026  000.026: require('gitsigns.debug.log')
062.295  000.564  000.379: require('gitsigns')
063.466  000.037  000.037: require('nlua.include_expr')
063.470  000.380  000.343: require('nlua')
063.473  000.394  000.014: sourcing /home/fs144/.local/share/nvim/lazy/nlua.nvim/plugin/nlua.vim
064.219  000.680  000.680: sourcing /home/fs144/.local/share/nvim/lazy/vim-wakatime/plugin/wakatime.vim
064.828  000.333  000.333: require('lsp-colors')
065.055  000.575  000.242: sourcing /home/fs144/.local/share/nvim/lazy/lsp-colors.nvim/plugin/lsp-colors.vim
065.138  000.065  000.065: require('lsp.color-config')
065.650  000.041  000.041: require('indent_blankline/utils')
065.656  000.410  000.370: require('indent_blankline')
065.777  000.038  000.038: require('indent_blankline.commands')
065.821  000.617  000.169: sourcing /home/fs144/.local/share/nvim/lazy/indent-blankline.nvim/plugin/indent_blankline.vim
065.997  000.149  000.149: require('appearance.indents')
066.526  000.143  000.143: sourcing /home/fs144/.local/share/nvim/lazy/vim-vsnip/autoload/vital/vsnip.vim
066.659  000.047  000.047: sourcing /home/fs144/.local/share/nvim/lazy/vim-vsnip/autoload/vital/_vsnip/VS/LSP/Position.vim
066.701  000.011  000.011: sourcing /home/fs144/.local/share/nvim/lazy/vim-vsnip/autoload/vital/_vsnip.vim
066.883  000.523  000.321: sourcing /home/fs144/.local/share/nvim/lazy/vim-vsnip/autoload/vsnip/snippet.vim
067.028  000.065  000.065: sourcing /home/fs144/.local/share/nvim/lazy/vim-vsnip/autoload/vital/_vsnip/VS/LSP/TextEdit.vim
067.152  000.034  000.034: sourcing /home/fs144/.local/share/nvim/lazy/vim-vsnip/autoload/vital/_vsnip/VS/LSP/Text.vim
067.326  000.061  000.061: sourcing /home/fs144/.local/share/nvim/lazy/vim-vsnip/autoload/vital/_vsnip/VS/Vim/Buffer.vim
067.471  000.036  000.036: sourcing /home/fs144/.local/share/nvim/lazy/vim-vsnip/autoload/vital/_vsnip/VS/Vim/Option.vim
067.668  000.073  000.073: sourcing /home/fs144/.local/share/nvim/lazy/vim-vsnip/autoload/vital/_vsnip/VS/LSP/Diff.vim
067.764  001.424  000.632: sourcing /home/fs144/.local/share/nvim/lazy/vim-vsnip/autoload/vsnip/session.vim
067.871  001.553  000.129: sourcing /home/fs144/.local/share/nvim/lazy/vim-vsnip/autoload/vsnip.vim
068.042  001.956  000.403: sourcing /home/fs144/.local/share/nvim/lazy/vim-vsnip/plugin/vsnip.vim
068.505  000.027  000.027: require('flutter-tools.lazy')
068.515  000.371  000.344: require('flutter-tools')
068.825  000.040  000.040: require('flutter-tools.utils.path')
068.845  000.327  000.287: require('flutter-tools.config')
068.981  000.049  000.049: require('flutter-tools.utils')
069.678  000.685  000.685: require('flutter-tools.log')
069.752  000.036  000.036: require('flutter-tools.menu')
069.756  000.066  000.030: require('telescope._extensions.flutter')
069.759  001.649  000.152: require('dev.flutter')
069.902  000.034  000.034: sourcing /home/fs144/.local/share/nvim/lazy/neogit/plugin/neogit.lua
070.361  000.038  000.038: require('neogit.config')
070.496  000.028  000.028: require('neogit.lib.notification')
070.544  000.045  000.045: require('neogit.logger')
070.652  000.025  000.025: require('neogit.lib.mappings_manager')
070.747  000.028  000.028: require('neogit.lib.util')
070.751  000.056  000.028: require('neogit.lib.ui.component')
070.757  000.103  000.047: require('neogit.lib.ui')
070.784  000.021  000.021: require('neogit.lib.uv')
070.785  000.201  000.052: require('neogit.lib.buffer')
070.789  000.242  000.041: require('neogit.process')
070.822  000.416  000.101: require('neogit.lib.git.cli')
070.897  000.045  000.045: require('neogit.lib.input')
070.900  000.074  000.029: require('neogit.lib.git.init')
070.964  000.035  000.035: require('neogit.lib.git.stash')
070.995  000.029  000.029: require('neogit.lib.collection')
070.998  000.097  000.033: require('neogit.lib.git.status')
071.174  000.097  000.097: require('neogit.lib.md5')
071.185  000.158  000.060: require('neogit.lib.git.diff')
071.190  000.190  000.032: require('neogit.lib.git.log')
071.245  000.053  000.053: require('neogit.lib.git.branch')
071.373  000.037  000.037: require('neogit.lib.rpc')
071.377  000.086  000.048: require('neogit.client')
071.380  000.132  000.046: require('neogit.lib.git.rebase')
071.383  000.996  000.034: require('neogit.lib.git')
071.521  000.039  000.039: require('neogit.lib.state')
071.525  000.092  000.053: require('neogit.lib.popup.builder')
071.586  000.059  000.059: require('neogit.buffers.common')
071.658  000.066  000.066: require('neogit.lib.popup.lib')
071.661  000.276  000.060: require('neogit.lib.popup')
071.663  001.298  000.026: require('neogit.lib')
071.710  000.045  000.045: require('neogit.lib.signs')
071.857  000.097  000.097: require('neogit.lib.color')
071.862  000.149  000.052: require('neogit.lib.hl')
072.099  000.109  000.109: require('neogit.buffers.git_command_history')
072.179  000.035  000.035: require('neogit.buffers.commit_view.parsing')
072.215  000.034  000.034: require('neogit.buffers.commit_view.ui')
